elapsed_time,nproc,cpu,mem_real,mem_virtual
4.1484832763671875e-05,1,0.0,7.4453125,3185.4609375
1.0071916580200195,1,47.6,94.21875,767.0546875
2.01527738571167,1,288.7,603.6796875,4754.00390625
3.0252978801727295,1,201.0,1238.58203125,5288.00390625
4.032921075820923,1,199.5,1250.5859375,5416.00390625
5.0419018268585205,1,201.2,1265.42578125,5444.00390625
6.050801992416382,1,146.7,1250.00390625,5444.00390625
7.058835744857788,1,101.2,1239.23046875,5444.00390625
8.067376136779785,1,101.1,1219.17578125,5444.00390625
9.07772183418274,1,100.0,1206.69140625,5444.00390625
10.0886549949646,1,100.9,1192.8046875,5444.00390625
11.099855422973633,1,100.9,1176.578125,5444.00390625
12.110008955001831,1,101.0,1148.36328125,5444.00390625
13.121134757995605,1,99.9,1126.84765625,5444.00390625
14.132346391677856,1,100.9,1093.65625,5444.00390625
15.142576456069946,1,100.0,1079.71875,5444.00390625
16.151118993759155,1,100.1,1061.15625,5444.00390625
17.16190195083618,1,100.9,1052.765625,5444.00390625
18.172413110733032,1,100.0,1045.57421875,5444.00390625
19.18221402168274,1,100.0,1045.57421875,5444.00390625
20.191949367523193,1,99.0,1039.8515625,5444.00390625
21.20332622528076,1,99.9,1039.8515625,5444.00390625
22.21410870552063,1,99.9,1032.5546875,5444.00390625
23.225473642349243,1,99.9,1032.5546875,5444.00390625
24.234298706054688,1,100.1,1032.5546875,5444.00390625
25.244648456573486,1,100.0,1032.5546875,5444.00390625
26.254915475845337,1,100.0,1032.5546875,5444.00390625
27.265614986419678,1,99.9,1036.49609375,5444.00390625
28.275809049606323,1,100.0,1073.63671875,5444.00390625
29.28701138496399,1,99.9,1056.0078125,5444.00390625
30.297538995742798,1,99.0,1387.23828125,5612.00390625
31.308603286743164,1,100.9,1144.58984375,5612.00390625
32.31845736503601,1,101.0,1120.25390625,5612.00390625
33.33006429672241,1,101.8,1269.5234375,5612.00390625
34.339935541152954,1,102.0,1207.65625,5612.00390625
35.35156464576721,1,99.8,1154.48828125,5612.00390625
36.361958265304565,1,101.9,1135.734375,5612.00390625
37.372849225997925,1,100.9,1134.01953125,5612.00390625
38.38338351249695,1,100.9,1095.27734375,5612.00390625
39.39406108856201,1,101.9,1075.2734375,5612.00390625
40.40501046180725,1,99.9,1065.86328125,5612.00390625
41.41620111465454,1,100.9,1148.14453125,5612.00390625
42.4268114566803,1,99.9,1079.69140625,5612.00390625
43.43747138977051,1,100.9,1067.828125,5612.00390625
44.44812846183777,1,101.9,1032.125,5612.00390625
45.45973253250122,1,101.8,1008.390625,5612.00390625
46.47094702720642,1,102.9,984.3671875,5612.00390625
47.4815878868103,1,99.9,962.87890625,5612.00390625
48.49264454841614,1,100.9,954.00390625,5612.00390625
49.50428485870361,1,100.8,1041.99609375,5612.00390625
50.514230728149414,1,100.0,1041.99609375,5612.00390625
51.5240752696991,1,101.0,1036.08984375,5612.00390625
52.53330421447754,1,99.1,1027.16015625,5612.00390625
53.543681383132935,1,101.0,995.05078125,5612.00390625
54.55473303794861,1,101.9,980.41796875,5612.00390625
55.56472563743591,1,101.0,953.5234375,5612.00390625
56.57616138458252,1,99.9,998.12890625,5612.00390625
57.58654046058655,1,103.9,904.015625,5612.00390625
58.59655690193176,1,340.6,1014.9296875,5736.2890625
59.60581827163696,1,518.1,1386.0078125,7720.8203125
60.61853361129761,1,353.6,3412.6875,12466.8125
61.628995180130005,1,4626.5,3043.5234375,12466.8125
62.689350843429565,1,654.5,3113.16796875,12627.8125
63.69628953933716,1,104.3,3020.30859375,12627.8125
64.70566415786743,1,102.0,2949.40234375,12627.8125
65.71466970443726,1,103.1,2916.078125,12627.8125
66.7242476940155,1,101.0,2915.796875,12627.8125
67.73259663581848,1,100.2,2914.4140625,12627.8125
68.7402708530426,1,553.7,1832.22265625,12643.3125
69.74911785125732,1,3271.3,3117.33203125,12984.8125
70.7648138999939,1,3755.2,3680.2109375,13309.8125
71.77630281448364,1,2835.1,2034.734375,13309.8125
72.78418636322021,1,100.2,1999.2421875,13309.8125
73.7931981086731,1,620.4,3007.48046875,21045.87890625
74.8006112575531,1,1702.6,2229.51953125,13429.8125
75.8100597858429,1,1745.4,2974.10546875,24693.84375
76.81999564170837,1,4381.5,5630.45703125,26357.84375
77.84000086784363,1,3305.0,5876.84375,26437.84375
78.8559045791626,1,2640.6,6064.8671875,26437.84375
79.86499261856079,1,1586.7,3291.5546875,26533.84375
80.8950047492981,1,3832.9,5410.9609375,26758.84375
81.92001080513,1,3868.2,6754.69140625,27244.84375
82.94057106971741,1,3149.5,7070.71484375,27244.84375
83.9512209892273,1,3024.9,7626.078125,27244.84375
84.95996761322021,1,3286.2,7727.75390625,27244.84375
85.96599078178406,1,2346.9,2486.28515625,25196.8125
86.98596358299255,1,4680.3,2387.03515625,25196.8125
88.00799345970154,1,4239.6,2412.546875,25196.8125
89.02951335906982,1,4655.7,2321.5546875,25196.8125
90.05199956893921,1,4634.7,2297.4296875,25196.8125
91.0649905204773,1,1784.9,2809.484375,30316.9375
92.08598494529724,1,4750.4,2800.94140625,30316.9375
93.10599207878113,1,4522.5,2846.03125,30316.9375
94.12614035606384,1,1071.4,3912.71484375,31340.90625
95.13420939445496,1,2797.0,5948.859375,31356.90625
96.142995595932,1,3509.6,8744.65625,31356.90625
97.15600252151489,1,4479.3,10431.203125,44719.90625
98.1819953918457,1,4671.7,15349.2265625,44751.90625
99.20788216590881,1,4525.9,12061.59375,44751.90625
100.22499680519104,1,4443.2,14201.30859375,44751.90625
101.24500274658203,1,3945.8,14497.89453125,44751.90625
102.26799893379211,1,3067.5,14768.30078125,44751.90625
103.30559849739075,1,3441.7,14957.1171875,44751.90625
104.31319808959961,1,3190.4,16126.49609375,44887.90625
105.32399487495422,1,1731.5,16139.10546875,44887.90625
106.34296703338623,1,1947.1,16234.1484375,44887.90625
107.35480284690857,1,3558.2,16415.88671875,44887.90625
108.36282563209534,1,579.4,4738.2265625,46935.921875
109.37099385261536,1,2803.5,5805.84765625,44887.90625
110.39089560508728,1,4532.5,7673.81640625,45315.90625
111.40381622314453,1,3643.9,8378.25,45315.90625
112.42499375343323,1,3229.8,9078.9609375,45315.90625
113.43699026107788,1,2588.0,9539.54296875,45443.90625
114.44472002983093,1,3054.5,9708.30078125,45443.90625
