filename,num_segments,app_proof_cells,app_proof_cols,total_proof_time_ms,app_proof_time_ms,app_execute_time_ms,app_trace_gen_time_ms,leaf_proof_time_ms,inner_recursion_proof_time_ms,normal_instruction_ratio,openvm_precompile_ratio,powdr_ratio,powdr_rows
affine-hint-apc000/metrics.json,4,3852743848,6044,81916,45662,7503,13133,14155,22099,0.9879872896237248,0.01201271037627519,0.0,0
affine-hint-apc003/metrics.json,3,3139379326,6198,55014,32920,7362,13613,10714,11380,0.9431534620483769,0.011332807636639191,0.04551373031498392,540672
affine-hint-apc010/metrics.json,2,1608777812,32738,51089,16161,6431,15636,25050,9878,0.7409564547127158,0.015318254526001631,0.24372529076128258,765952
affine-hint-apc030/metrics.json,1,1068482602,39581,40055,10636,5137,16669,24180,5239,0.2362339859605875,0.01333669446121688,0.7504293195781956,1052672
manual/metrics.json,1,1041144324,5618,22077,10231,1788,3022,6660,5186,0.9135685745716076,0.08643142542839238,0.0,0
projective-apc000/metrics.json,9,9622555316,12991,198856,125334,23461,38921,31378,42144,0.9907474269488523,0.009252573051147737,0.0,0
projective-apc003/metrics.json,2,3160736016,30100,66481,31973,13345,40692,23846,10662,0.6382051742976057,0.006158206158777165,0.3556366195436171,983040
projective-apc010/metrics.json,2,3593666832,32706,74348,36571,14252,41215,27033,10744,0.5405671150986653,0.005416324024997986,0.4540165608763367,1671168
projective-apc030/metrics.json,1,1893806292,55427,65290,19085,13045,43787,40341,5864,0.1395377854199251,0.004972481103151811,0.8554897334769231,2338816

