elapsed_time,nproc,cpu,mem_real,mem_virtual
3.457069396972656e-05,1,0.0,6.60546875,3185.5078125
1.0067720413208008,1,73.5,85.2421875,672.39453125
2.0145938396453857,1,73.4,67.36328125,160.36328125
3.0228140354156494,1,2818.0,814.359375,4787.3515625
4.042649269104004,1,4762.6,978.41015625,4969.8515625
5.062654972076416,1,4755.8,1162.15625,5173.3515625
6.087362289428711,1,4775.9,1263.05078125,5281.3515625
7.1006505489349365,1,4773.6,1320.80078125,5361.3515625
8.125580549240112,1,4777.9,1420.296875,5511.3515625
9.150656938552856,1,4773.4,1443.1953125,5562.3515625
10.175253629684448,1,4770.6,1538.29296875,5684.3515625
11.199650049209595,1,4777.5,1567.9609375,5750.3515625
12.224451303482056,1,4771.6,1743.15234375,5929.3515625
13.244653224945068,1,4764.7,1738.3125,5985.3515625
14.26965045928955,1,4767.0,1773.90234375,6105.3515625
15.294225215911865,1,4764.9,1810.0703125,6146.3515625
16.31964945793152,1,4771.7,1855.65625,6196.3515625
17.344271659851074,1,4767.7,1848.640625,6217.3515625
18.368649005889893,1,4769.6,1810.46484375,6244.3515625
19.39330816268921,1,4768.4,1814.921875,6268.3515625
20.417654991149902,1,4772.8,1784.7421875,6295.3515625
21.442241668701172,1,4768.8,1772.56640625,6339.3515625
22.4616596698761,1,4769.3,1756.5234375,6376.3515625
23.474658489227295,1,4759.1,1789.59765625,6427.3515625
24.49946641921997,1,4769.5,1749.03125,6447.3515625
25.52465271949768,1,4769.0,1725.65234375,6453.3515625
26.54928469657898,1,4759.9,1735.33203125,6499.3515625
27.576833963394165,1,4766.6,1752.63671875,6542.3515625
28.60144352912903,1,4769.6,1779.0859375,6561.3515625
29.62664818763733,1,4766.9,1823.4375,6614.3515625
30.65127921104431,1,4767.5,1776.86328125,6646.3515625
31.675652265548706,1,4778.6,1782.234375,6654.3515625
32.700252294540405,1,4767.6,1771.6640625,6654.3515625
33.72565817832947,1,4773.8,1780.60546875,6676.3515625
34.75052547454834,1,4776.2,1767.59765625,6686.3515625
35.77464938163757,1,4767.1,1749.828125,6707.3515625
36.79937410354614,1,4763.1,1745.84765625,6747.3515625
37.82292413711548,1,4762.1,1768.80078125,6747.3515625
38.847654819488525,1,4773.8,1818.4609375,6781.3515625
39.872376918792725,1,4773.9,1868.78515625,6861.3515625
40.89692425727844,1,4770.0,1813.83984375,6882.3515625
41.921648263931274,1,4771.1,1798.83203125,6904.3515625
42.946349143981934,1,4773.1,1785.2890625,6912.3515625
43.971651792526245,1,4769.3,1787.71484375,6912.3515625
44.99608278274536,1,4771.4,1797.8515625,6942.3515625
46.02064871788025,1,4773.7,1844.328125,6942.3515625
47.04715967178345,1,4767.5,1977.44921875,7038.3515625
48.07164812088013,1,4767.4,1956.25390625,7038.3515625
49.096338748931885,1,4773.0,1971.78125,7074.3515625
50.12065148353577,1,4773.1,1981.046875,7116.3515625
51.1456515789032,1,4772.7,1996.05078125,7130.3515625
52.170649766922,1,4774.6,1986.2578125,7130.3515625
53.19564938545227,1,4770.8,1969.55078125,7130.3515625
54.22365117073059,1,4769.5,2106.46484375,7216.3515625
55.248316526412964,1,4767.4,2102.6640625,7277.3515625
56.27186131477356,1,4770.7,2109.41796875,7291.3515625
57.295369148254395,1,4771.7,2070.609375,7307.3515625
58.319849491119385,1,4765.4,2086.41015625,7315.3515625
59.34465265274048,1,4768.7,2055.1953125,7325.3515625
60.369648456573486,1,4769.8,2046.51171875,7325.3515625
61.39465117454529,1,4771.6,2043.48046875,7339.3515625
62.419652462005615,1,4769.8,2086.953125,7339.3515625
63.44464731216431,1,4769.8,2124.953125,7361.3515625
64.46925139427185,1,4762.8,2065.85546875,7373.3515625
65.4946506023407,1,4767.0,2023.8515625,7373.3515625
