filename,num_segments,app_proof_cells,app_proof_cols,total_proof_time_ms,app_proof_time_ms,app_execute_time_ms,app_trace_gen_time_ms,leaf_proof_time_ms,inner_recursion_proof_time_ms,normal_instruction_ratio,openvm_precompile_ratio,powdr_ratio,powdr_rows
affine-hint-apc000/metrics.json,8,9390547280,12088,150612,87794,17814,30903,25940,36878,0.9897383156565077,0.010261684343492278,0.0,0
affine-hint-apc003/metrics.json,8,7715104080,16528,139460,76107,17913,31896,26359,36994,0.9430006248211236,0.012242352536091775,0.04475702264278462,1306624
affine-hint-apc010/metrics.json,3,4055052414,48705,87950,39731,14183,37114,37701,10518,0.7362240087681392,0.010835351436717582,0.25294063979514325,1933312
affine-hint-apc030/metrics.json,1,2289373226,39222,51209,21961,12713,40574,24020,5228,0.22050743070933423,0.012815599338191963,0.7666769699524738,2621440
affine-hint-apc100/metrics.json,1,2042318890,50995,64610,19736,12375,42113,39665,5209,0.08540491147295808,0.01436587113974155,0.9002292173873003,3112960
manual/metrics.json,1,203050940,5618,13433,2337,880,715,6300,4796,0.6941400616022758,0.30585993839772424,0.0,0
projective-apc000/metrics.json,20,23467468104,28776,378852,217973,43980,78088,64637,96242,0.9914639139121337,0.008536086087866277,0.0,0
projective-apc003/metrics.json,5,7937946052,74546,159914,75225,31353,95637,56421,28268,0.6269223962218986,0.006249363207438437,0.36682824057066293,2818048
projective-apc010/metrics.json,4,8452186504,64800,159671,81536,32101,97280,57527,20608,0.48524413772211766,0.00468039364503829,0.510075468632844,4292608
projective-apc030/metrics.json,2,4269375760,109004,128512,41506,31078,102999,77148,9858,0.1520308289753348,0.004559088984943316,0.8434100820397219,4526080
projective-apc100/metrics.json,2,3946060048,134946,133501,38799,31009,105452,84895,9807,0.050738350041448735,0.004932632489935186,0.9443290174686161,5201408

